Line 1 getShape : 37 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 99 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 100 extract 18 29 15 38
1x15 1x16 1x17 1x18 1x19
77 65 49 63 49
48 81 33 53 91
64 37 35 3 51
34 0 52 94 72
94 55 40 89 7
1 1 39 94 17
30 97 92 17 55
27 66 13 89 16
35 94 77 78 57
15 7 73 27 94
34 97 96 72 39
58 81 93 38 84Line 101 Dataset 
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 102 operator= 
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 103 printHead 2 17
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64Line 104 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 105 extract 24 31 15 38
1x15 1x16 1x17 1x18 1x19
30 97 92 17 55
27 66 13 89 16
35 94 77 78 57
15 7 73 27 94
34 97 96 72 39
58 81 93 38 84
5 86 13 75 38
33 24 31 37 36Line 106 getShape : 32 20
Line 107 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 108 extract 15 43 24 26
Line 109 operator= 
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 110 getShape : 32 20
Line 111 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 112 extract 29 49 31 46
Line 113 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 114 extract 4 22 15 40
1x15 1x16 1x17 1x18 1x19
16 16 65 91 25
66 21 36 3 16
57 40 91 63 63
99 33 62 23 87
70 46 28 91 69
0 40 54 44 91
24 11 63 10 72
25 32 40 96 43
31 80 21 12 27
58 34 88 77 1
1 80 51 75 30
56 3 1 81 10
26 71 97 7 42
18 2 9 76 31
77 65 49 63 49
48 81 33 53 91
64 37 35 3 51
34 0 52 94 72
94 55 40 89 7Line 115 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
19 7 96 66 41 77 98 11 37 45 93 26 10 7 38 19 64 34 22 26
76 2 95 29 48 42 30 96 30 19 26 29 3 76 47 89 36 79 55 74
76 30 39 20 60 85 29 36 75 63 98 12 3 49 11 89 70 95 31 50
83 71 28 23 25 84 75 3 22 58 91 97 3 99 99 16 16 65 91 25
91 76 0 66 18 72 65 47 54 12 33 28 34 89 36 66 21 36 3 16
53 84 91 96 38 87 49 50 65 32 13 97 20 40 82 57 40 91 63 63
91 56 27 11 85 84 26 0 91 20 0 27 74 16 5 99 33 62 23 87
57 75 33 12 85 99 49 93 30 9 35 64 50 5 20 70 46 28 91 69
89 95 2 52 21 65 40 68 57 19 9 84 37 92 97 0 40 54 44 91
88 15 38 68 80 76 73 49 32 0 63 68 39 43 15 24 11 63 10 72
76 6 42 2 35 15 31 33 49 51 31 6 73 25 4 25 32 40 96 43
25 23 54 76 97 58 71 69 3 1 23 12 29 86 39 31 80 21 12 27
38 80 39 11 6 9 18 51 99 72 11 73 49 71 82 58 34 88 77 1
49 99 49 82 92 13 35 21 71 13 21 84 40 60 41 1 80 51 75 30
58 47 88 14 31 97 68 41 64 78 16 90 37 47 79 56 3 1 81 10
9 9 11 83 99 60 18 14 82 21 54 84 80 8 40 26 71 97 7 42
36 46 85 55 96 89 68 99 9 90 78 37 77 7 89 18 2 9 76 31
31 63 53 47 85 62 94 27 74 41 40 96 12 33 8 77 65 49 63 49
99 98 68 10 18 78 94 66 66 0 22 51 61 51 27 48 81 33 53 91
15 22 21 37 0 45 70 46 48 15 69 27 99 80 48 64 37 35 3 51
3 77 94 59 96 13 65 12 40 21 45 82 86 54 19 34 0 52 94 72
15 22 65 33 45 31 35 51 52 31 53 48 93 73 55 94 55 40 89 7
51 76 66 48 10 12 39 94 78 48 10 59 26 61 90 1 1 39 94 17
75 80 91 42 51 1 43 12 24 54 18 3 44 43 35 30 97 92 17 55
31 0 31 92 6 95 16 3 17 59 71 79 39 5 90 27 66 13 89 16
65 45 90 50 55 59 37 36 39 44 7 49 74 33 62 35 94 77 78 57
28 57 87 88 95 63 62 66 73 61 31 43 79 63 75 15 7 73 27 94
49 86 74 20 56 24 14 76 24 2 19 67 60 87 38 34 97 96 72 39
2 6 93 26 46 4 5 43 23 4 60 71 55 10 61 58 81 93 38 84
13 58 78 90 79 79 32 51 71 23 46 9 49 75 23 5 86 13 75 38
83 99 41 48 98 41 92 29 57 43 57 25 21 1 41 33 24 31 37 36Line 116 extract 18 54 27 53
Line 117 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
33 49 64 8 95 39 86 98 25 76 71 33 22 59 13 55 72 33 14 31
